record_id,title,abstract,authors,year,journal,doi,url,publication_type,keywords,inclusion,rationale,evidence,exclusion_reason,overall_confidence,needs_human_review,source_record_id,apparent_duplicate
RIS_0672,Essays on Public Policy and Health Care Market,"The first chapter of the dissertation mainly assesses the effect of public health insurance on program beneficiaries' welfare, by evaluating a new national public medical insurance program in China, Urban Resident Basic Insurance (URBMI). This program, introduced in 2007 and having an annual fiscal expenditure of 30 billion RMB, aims to provide coverage to more than 200 million urban residents including elderly, children, college students and unemployed adults. I exploit the city-variation in policy generosity as an exogenous determinant of URBMI enrollment. Using data from the Chinese Health and Nutrition Survey (CHNS), I find that URBMI increases welfare on several margins. Having insurance coverage increases health care spending while decreasing the out-of-pocket payments, providing protection from the financial risk. It also increases efficiency in medical spending by inducing the use of preventative care and reducing the probability of hospitalization. In terms of health outcomes, insurance coverage has a significant impact on subjective self-ratings in health and happiness. I also extend my examination to consider the labor market effects of URBMI. Since this program provides insurance coverage outside of employment status, it will potentially increase an individual's mobility between jobs and impact the retirement decision. In Chapter 2, building on the results of the first chapter, I explore the heterogeneity in the impact of health insurance through a semiparametric model. Since URBMI is a national program covering a wide range of subpopulations, observed and unobserved individual characteristics may play an important role in determining the response of an individual to insurance coverage. This chapter builds a panel data model with endogenous treatment, which incorporates unobserved individual heterogeneity non-additively into the outcome. The model is estimated in the context of a semiparametric setting. I first propose a two-stage semiparametric least square (SLS) method to consistently estimate the model parameters and then conduct a localized 2SLS procedure to recover the quantile treatment effect. Identification, consistency, and root-N asymptotic normality of estimators for parameters and marginal effects are proved. The estimation results reveal substantial variation in the impact of URBMI by age, income and gender. Children, the elderly above the age of 70, and females ages 25-40 benefit the most from the program. Adult males and individuals with incomes below the median level do not respond significantly to insurance coverage. The findings of heterogeneous insurance effects have important policy implications for the cost-effectiveness of URBMI across population groups, suggesting the need for differentiated insurance programs.In the third chapter, another form of subsidy in health care markets is studied. This chapter focuses on assessing the effect of government subsidies on the supply side of the health care market in the U.S. An important form of government subsidies to health care providers is the tax exemption for non-profit organizations. The validity and efficiency of such practice has long been under debate. Recently, many state and federal laws have been enacted that mandate the reporting of benefits provided to the community by non-profit providers. This chapter studies the hospital sector. Given the preferential tax treatment for nonprofit hospitals, the tax rate, in conjunction with community benefit reporting requirement (CRR), determine the net subsidy provided to a nonprofit hospital compared to its for-profit counterpart. I exploit the variation in tax policy across states and over time to identify the effect of tax subsidy on the ownership choice of hospitals. I further differentiate behavior between nonprofit versus for-profit hospitals, including cost, provision of undercompensated care as well as quality. Using Center for Medicare and Medicaid Services(CMS) hospital cost report data from 1996 to 2015, I estimate a 4-6 percent increase in the probability of non-profit conversion into for-profit hospitals due to the enactment of CRR. Moreover, the effect of CRR diminishes with the tax rate. My results further show that hospitals divert community benefit spending to teaching to meet the requirement of CRR, rather than increasing provision of uncompensated care. (Abstract shortened by ProQuest.)","Yang, Shuyang",2017,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/2002538262?accountid=9902&bdid=150314&_bd=Yta7OJeue1EFvxsS43ZPVLXAWWs%3D,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,,No
RIS_0673,Social Support in Higher Education: Causal Evidence From Portugal,"This paper evaluates the impact of two financial aid policies in Portuguese higher education: the DGES needs-based scholarship and the +Superior Program. Using quasi-experimental methods—a Fuzzy Regression Discontinuity Design and a staggered Difference-in-Differences approach—the analysis finds that the DGES grant reduces dropout rates by 1.3 to 1.7 percent age points, improves ECTS completion by 1.9 percentage points and increases the likelihood of graduation by approximately 3 percentage points. In contrast, while the +Superior Program increases enrollment, it has limited impact on student mobility and may negatively influence the academic and socioeconomic composition of the student body.","de Fatima Coelho Silva, Beatriz",2025,PQDT - Global,,https://www.proquest.com/docview/3270262796?accountid=9902&bdid=150314&_bd=PIw%2FL0akPBafSLiLqiQFgwlkqJM%3D,JOUR,,Yes,"Title/abstract indicate eligible HE students, direct financial support, eligible student outcomes, and a credible counterfactual design.",support: mentions grant; outcome: mentions completion; design: mentions regression discontinuity,,90,No,,No
RIS_0674,Community College Honors Education and Student Outcomes: A Propensity Score Analysis,"The purpose of this study was to explore the relationship of honors education to student success by comparing honors-eligible community college students who met requirements to academically matched peers who opted out of honors participation. Honors program participation was defined as completing 12 or more credit hours of honors-level course work. The population for this study included 452 honors-eligible participants with 95 honors participants (HPs) and 357 non-participants (NPs) from a community college in Tennessee. The sampling frame was generated using a five-year participation window from 2008 through 2013. Propensity score matching alleviated the threat to validity for self-selection bias by controlling for confounding variables such as high school GPA, dual-enrollment participation, ACT score, declared major, community college GPA upon first term of eligibility, parental income, parental education, gender, and age. Major findings of the study were: honors program participants (a) earned a significantly higher numerical final course grade in Composition II, a first-year writing course; (b) earned significantly higher cumulative GPAs the second semester after honors eligibility; (c) earned significantly higher cumulative GPAs upon completion; (d) were significantly more likely to graduate. Conclusions generated from the data analyses indicate that honors education benefits community college students and provide empirical support for increased investment in community college honors education, especially for high-achieving students experiencing poverty. Low-income students were defined as those students receiving the maximum federal Pell Grant award provided to undergraduate students with financial need. Within the study sample, it was determined that 50% of NPs met the low-income threshold whereas 47% of HPs were identified as low-income. These participation rates suggest that more low-income high-achieving students who could substantially benefit from participating in honors are participating less. Further empirical research studies and policy levers should identify ways to increase honors participation for low-income, high-achieving students.","Honeycutt, Jane",2017,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/2177305534?accountid=9902&bdid=150314&_bd=1zfdbWhc4HOCKd3kFg%2FoIObWqT8%3D,JOUR,,Yes,"Title/abstract indicate eligible HE students, direct financial support, eligible student outcomes, and a credible counterfactual design.",support: mentions grant; outcome: mentions credit; design: mentions propensity score,,90,No,,No
RIS_0675,Essays on the Impact of Policy and Administrative Decisions in Higher Education,"Public administration is tasked with balancing efficiency, equity, and accountability within public organizations. This dissertation explores how governance structures and administrative choices create a scenario of winners and losers, focusing on higher education as a context to test and explain these broader public administration dynamics. Through three studies, it examines the unintended consequences of policy design, the disproportionate impact of racialized administrative burdens, the implications of policy implementation, and the long-term effects on intergenerational mobility.The first study evaluates the adoption and implementation of 529 college savings plans, a policy designed to encourage individual savings behavior for higher education (U.S. Internal Revenue Service, n.d., 26 U.S.C. § 529). Using a staggered difference-in-differences approach, this analysis reveals that while 529 plans provide state tax-advantaged benefits to families, they also shift financial responsibility from the state to individuals. Over time, this policy results in reduced state financial aid and appropriations dollars, disproportionately disadvantaging families that rely on state financial aid. This study highlights the governance structure of 529 programs (state-run versus privately managed) as a critical factor driving aid and appropriation dollar spending.The second study examines racialized administrative burdens within higher education, focusing on how institutional burdens further expands systemic and structural inequities. Building on the administrative burden framework, it explores the differential impact of financial aid systems, admissions requirements, and institutional practices on marginalized racial groups. The findings demonstrate that students of color face disproportionate learning, compliance, and psychological costs in navigating these systems, contributing to lower graduation rates. The third study investigates the intergenerational impacts of administrative burdens and state policies, with a focus on first-generation and low-income students’ graduation and loan repayment rates compared to their peers. The findings show that these burdens and state educational policies create long-term disadvantages and limits socioeconomic mobility. The findings of this study highlight the need for equity-based reform. These studies advance public administration and policy scholarship by emphasizing the critical role of governance structures, administrative rules, and equity-focused policymaking play in success and outcomes. Using higher education as a case study, the dissertation demonstrates how administrative systems shape access to public goods and distribute burdens and benefits unequally. Offering insights for public administrators and policymakers, advocating for reforms that reduce administrative barriers, promote equity, and balance efficiency with fairness. By integrating theoretical frameworks such as administrative burden theory, racialized organizational theory, critical race theory, and policy feedback theory with empirical analyses, this research bridges the gap between public administration theory and practice.","Falls, Ashley",2025,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/3216736446?accountid=9902&bdid=150314&_bd=lNqOdwWcw4hYhZTDecCjJjayNuM%3D,JOUR,,Yes,"Title/abstract indicate eligible HE students, direct financial support, eligible student outcomes, and a credible counterfactual design.",support: mentions scholarship; outcome: mentions graduation; design: mentions difference-in-differences,,90,No,,No
RIS_0676,Essays on Matching and Weighting for Causal Inference in Observational Studies,"This thesis consists of three papers on matching and weighting methods for causal inference. The first paper conducts a Monte Carlo simulation study to evaluate the performance of multivariate matching methods that select a subset of treatment and control observations. The matching methods studied are the widely used nearest neighbor matching with propensity score calipers, and the more recently proposed methods, optimal matching of an optimally chosen subset and optimal cardinality matching. The main findings are: (i) covariate balance, as measured by differences in means, variance ratios, Kolmogorov-Smirnov distances, and cross-match test statistics, is better with cardinality matching since by construction it satisfies balance requirements; (ii) for given levels of covariate balance, the matched samples are larger with cardinality matching than with the other methods; (iii) in terms of covariate distances, optimal subset matching performs best; (iv) treatment effect estimates from cardinality matching have lower RMSEs, provided strong requirements for balance, specifically, fine balance, or strength-k balance, plus close mean balance. In standard practice, a matched sample is considered to be balanced if the absolute differences in means of the covariates across treatment groups are smaller than 0.1 standard deviations. However, the simulation results suggest that stronger forms of balance should be pursued in order to remove systematic biases due to observed covariates when a difference in means treatment effect estimator is used. In particular, if the true outcome model is additive then marginal distributions should be balanced, and if the true outcome model is additive with interactions then low-dimensional joints should be balanced. The second paper focuses on longitudinal studies, where marginal structural models (MSMs) are widely used to estimate the effect of time-dependent treatments in the presence of time-dependent confounders. Under a sequential ignorability assumption, MSMs yield unbiased treatment effect estimates by weighting each observation by the inverse of the probability of their observed treatment sequence given their history of observed covariates. However, these probabilities are typically estimated by fitting a propensity score model, and the resulting weights can fail to adjust for observed covariates due to model misspecification. Also, these weights tend to yield very unstable estimates if the predicted probabilities of treatment are very close to zero, which is often the case in practice. To address both of these problems, instead of modeling the probabilities of treatment, a design-based approach is taken and weights of minimum variance that adjust for the covariates across all possible treatment histories are directly found. For this, the role of weighting in longitudinal studies of treatment effects is analyzed, and a convex optimization problem that can be solved efficiently is defined. Unlike standard methods, this approach makes evident to the investigator the limitations imposed by the data when estimating causal effects without extrapolating. A simulation study shows that this approach outperforms standard methods, providing less biased and more precise estimates of time-varying treatment effects in a variety of settings. The proposed method is used on Chilean educational data to estimate the cumulative effect of attending a private subsidized school, as opposed to a public school, on students’ university admission tests scores. The third paper is centered on observational studies with multi-valued treatments. Generalizing methods for matching and stratifying to accommodate multi-valued treatments has proven to be a complex task. A natural way to address confounding in this case is by weighting the observations, typically by the inverse probability of treatment weights (IPTW). As in the MSMs case, these weights can be highly variable and produce unstable estimates due to extreme weights. In addition, model misspecification, small sample sizes, and truncation of extreme weights can cause the weights to fail to adjust appropriately for observed confounders. The conditions the weights need to satisfy in order to provide close to unbiased treatment effect estimates with a reduced variability are determined and the convex optimization problem that can be solved in polynomial time to obtain them is defined. A simulation study with different settings is conducted to compare the proposed weighting scheme to IPTW, including generalized propensity score estimation methods that also consider explicitly the covariate balance problem in the probability estimation process. The applicability of the methods to continuous treatments is also tested. The results show that directly targeting balance with the weights, instead of focusing on estimating treatment assignment probabilities, provides the best results in terms of bias and root mean square error of the treatment effect estimator. The effects of the intensity level of the 2010 Chilean earthquake on posttraumatic stress disorder are estimated using the proposed methodology.","Resa Juárez, María de los Angeles",2017,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/1989043926?accountid=9902&bdid=150314&_bd=w5gv8%2F%2BJp6FQS0l3Jq%2FusrOlwgM%3D,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,,No
RIS_0677,"“It’s Not Me, It’s You:” A Critical Race Exploration of University-Community Partnerships (UCPs) With Black Community Leadership","Despite the growing number of initiatives and efforts by universities to engage with their local communities, university-community partnerships (UCPs) remain complex relationships from their development to implementation—specifically, UCPs between Black communities and predominantly White institutions (PWI). However, research that centers on Black communities and their UCPs is limited. This study delves into the dynamics of UCPs with Black communities, aiming to explore and comprehend the attitudes, perceptions, and experiences from the viewpoints of both university and Black community leaders. Employing a convergent parallel mixed methods research design and utilizing Critical Race Theory (CRT) and Community-Based Educational Leadership (CBEL) to inform and guide the research, the exploration unfolds through the synthesis of quantitative survey data and qualitative insights garnered from semi-structured interviews with Black community leaders.The findings from the study underscore the significance of race as a pivotal factor shaping UCPs, with statistically significant outcomes delineating the discourse. Notably, Black community leaders expressed a resolute inclination towards centering UCPs on the welfare and empowerment of Black communities and advocating for initiatives that address the pertinent socio-economic and racial disparities that are a result of a history of racism and a continuous imbalance of power. Furthermore, this study unveils prevalent experiences of racism encountered by Black community leaders when engaging in UCPs, further shedding light on the persistent challenges impeding equitable collaborations.Central to the findings is the shared belief among Black community leaders that the responsibility of fostering effective and equitable partnerships lies jointly on university and community leaders, necessitating a concerted effort towards nurturing “genuine” forms of inclusivity, trust, and reciprocity. These insights enrich the understanding of UCP dynamics and underscore the imperative for cultivating culturally responsive and equity-driven frameworks within university-community collaborations through community learning. In conclusion, this research offers valuable insights into the intricacies of UCPs and the experiences of Black community leaders, advocating for transformative approaches that prioritize community empowerment, equity, and social justice and further contributes to the growing field of critical community-engaged scholarship.","Darby, Christopher Ellis Matthew",2024,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/3090085348?accountid=9902&bdid=150314&_bd=eP1jsFJCj4PE1Q5ITFS9uUKfjaI%3D,JOUR,,No,Design does not indicate a credible causal counterfactual.,"The abstract describes a qualitative, descriptive, cross-sectional, or review design.",Ineligible study design,88,No,,No
RIS_0678,Improving the distribution of educational opportunities,"This dissertation is composed by four chapters studying the accumulation of human capital at different stages of the life cycle. Each chapter concludes with policy recommendations aiming to improve the distribution of educational opportunities, from preschool to adult life. Parent engagement with their children plays a key role in their eventual economic success. Chapter 1 reports results from a randomized field experiment designed to increase the time that parents in subsidized preschool programs spend reading to their children using a reading application. The treatment, which included three behavioral tools (text reminders, goal-setting, and social rewards) increased usage of the reading application by one standard deviation after a six-week intervention. The findings suggest substantial promise for the application of behavioral tools to parenting interventions that promote investments in children's human capital. Chapter 2 examines whether the initial benefits of delayed school enrollment persist in the long run. Regression-discontinuity estimates, based on birth dates cutoffs, show that there are initial positive effects of a one-year delay on grades, test scores, attendance and persistence, but they decrease monotonically as students grow older. Those effects vanish by the end of high school and have no effect on the likelihood enrolling in any higher education institution. These findings indicate that delaying school enrollment in childhood does not have significant lasting effects and thus provide evidence against the counterintuitive recommendation from previous literature that children should start school later. Chapter 3 examines whether test-score-based university admissions discard high-ability, low-income applicants. I use data from a policy that offered slots to top high-school students from disadvantaged backgrounds with scores below admission cutoffs. I find that beneficiaries (i) enrolled in university-major combinations with higher expected wages compared to their next-best alternatives; (ii) would not have fared significantly better in less selective majors; and (iii) are equipped with skills not measured by test scores that enable them to outperform their peers in their same majors. The findings suggest that admissions may be improved on efficiency and equity simultaneously. Chapter 4 links data on educational attainment for three generations in Chile. The main findings indicate that grandparental education influences grandchildren’s schooling even after taking the parental factor into account. Accordingly, standard two-generation estimations over-predict intergenerational mobility over three generations. We find that (i) upward schooling mobility has moderately increased with younger cohorts, (ii) parents’ place of origin matters for upward mobility, as shown by heterogeneity in mobility across geographical regions, and (iii) having more educated same-sex ancestors matters more for women and suggests that gender-related social roles may be passed along generations within families. All in all, the results suggest that family background effects can be longer lasting than previously believed, affecting the endowments and idiosyncratic capabilities of children.","Gallegos Vallejos, Alvaro Sebastian",2016,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/1813704515?accountid=9902&bdid=150314&_bd=HRTC%2FNvZyXH4D6ofTD05%2B%2BNE0Qc%3D,JOUR,,No,Population is outside eligible undergraduate higher education students.,"The title or abstract focuses on doctoral, graduate, school-level, or prospective students.",Ineligible population,88,No,,No
RIS_0679,Effects of the Consolidated Appropriations Act of 2012 Pell Grant Eligibility Requirements on Enrollment in Community Colleges,"Pell Grant funding is without question foundational to the American community college mission – providing access to higher education to over 9 million students. Pell Grants are particularly important in the 2-year sector, where such a large number of students are from low-income socioeconomic areas. In December 2011, then-President Obama signed into law the Consolidated Appropriations Act (2012) which significantly changed the Pell Grant program for college students by making 3 major changes to the eligibility criteria for Pell Grants. The purpose of this study was to examine the impact of these 3 changes at the national, state, and local level to estimate the impact felt by colleges and students across the United States.This quantitative study utilized data from the National Center for Educational Statistics (NCES) Integrated Postsecondary Data System (IPEDS) as well as from a mid-sized urban college located in the state of Minnesota. Both regression analysis and seasonal time decomposition techniques were conducted to determine the estimated number and amount of Pell Grant award post Act compared to actual. The findings of this study indicated a significant correlation between the model and the output when used with national and local data. Not all of the state models produced significant results.","Wilson, Tracy Kathleen",2017,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/1889546875?accountid=9902&bdid=150314&_bd=%2Bob3HcWg9iIRsVey0SMOJ3fpmx8%3D,JOUR,,No,Design does not indicate a credible causal counterfactual.,"The abstract describes a qualitative, descriptive, cross-sectional, or review design.",Ineligible study design,88,No,,No
RIS_0680,A Predictive Model for Student Success and Recommendations to Enhance Equity and Improve Training of Agricultural and Life Sciences Professionals,"Graduation rates from four-year colleges in the United States within six years of enrollment have consistently remained low, typically ranging from 50% to 80%. Failure to graduate from college has wide-ranging implications, affecting not only the students themselves but also their families, society as a whole, the institutions they attended, and the broader U.S. economy. Non-graduating students face difficulties securing high-paying jobs. The money invested in their education is lost, and the economy suffers from a shortage of skilled professionals. College graduation rates are influenced by a combination of pre-college and during college factors which vary significantly across institutions, reflecting the unique characteristics and circumstances of each student. This study analyzed admission and graduation data of all 3,193 students of North Carolina State University’s College of Agricultural and Life Sciences (CALS) admitted between 2013/14 and 2016/17 academic years, to ascertain success predictors and barriers to graduation. Multinomial logistic regression analysis was conducted to establish associations between receipt of financial aid, pre-enrollment credits, and percentage of distance education courses taken, on the one hand, and graduation rates on the other hand. Additionally, classification and regression tree (CART) analysis was used to identify the courses most frequently taken by students who graduated and those who did not. This study analyzed already existing admission and graduation data without interfering with the information generation process. An extensive review of literature of studies with similar objectives was also conducted to generate recommendations. The results show the more semesters a student received financial aid, the lower their odds of graduating. Also, the more external credit a student had, the lower their odds of graduating. However, each unit increase in the percentage of distance education courses taken increased the odds of graduating. Additionally, the more AP credit a student had accumulated in high school, the higher the odds of graduating from CALS. Although the data is not a representative sample of all students in CALS across all years, especially due to the changes experienced during the COVID-19 pandemic, the researchers see evidence that these factors influence students’ likelihood of graduation. The researchers recommend the expansion of access to AP courses to better prepare more students for college. Institutions of higher learning could also introduce more online distance education courses for the benefit of students. Additionally, there could be enhanced sensitization on course transfer policies, so transfer students could apply enough pre-CALS credits towards four-year degree completions. Finally, financial aid amounts need to be increased if their intended objective of helping alleviate students’ financial needs to enhance college entry and graduation outcomes, can be achieved. The researchers also recommend future phenomenological studies to gain a more in-depth understanding of students’ experiences at CALS and how that influenced their graduation.","Opoku Gakpo, Joseph",2025,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/3264161006?accountid=9902&bdid=150314&_bd=nRRVr0pX0wcawTJTHRoyYB9ovIM%3D,JOUR,,No,Population is outside eligible undergraduate higher education students.,"The title or abstract focuses on doctoral, graduate, school-level, or prospective students.",Ineligible population,88,No,,No
RIS_0681,Promising Brighter Futures: A Mixed-Methods Analysis of the Impact of Promise Programs on BIPOC Student Outcomes in California and New Jersey,"With increasing concerns about rising college costs, policymakers have sought to identify ways to make college affordable. College affordability is particularly important to address equity concerns in both higher education and the workforce, as studies consistently demonstrate disparities in outcomes by race/ethnicity and socioeconomic status. One policy intervention to alleviate the financial burden of college for students has gained traction: tuition-free college— commonly known as ""promise programs.” Promise programs are now present in all fifty states, each with its own criteria and benefits. Researchers have paid particular attention to two types of promise programs, first-dollar and last-dollar, due to their different structures. Focusing on concerns around racial/ethnic equity in higher education, this study examined how program structure influences enrollment and credential attainment for students who identify as Black, Indigenous, or People of Color (BIPOC). A mixed-methods design was used to determine the impact of two statewide promise programs—the California College Promise (CCP) and the New Jersey Community College Opportunity Grant (CCOG). Semi-structured interviews were conducted with BIPOC community college students in California and New Jersey to set a baseline understanding of how each promise program influences the student experience. Quantitative enrollment and graduation rate data from the federal Integrated Postsecondary Education Data System (IPEDS) was then analyzed to inform the qualitative themes identified from the interviews. Interview data demonstrated that students in California had a better understanding of financial aid, lower levels of financial stress, and higher campus engagement than students in New Jersey. IPEDS graduation rate data showed that while California has a better overall BIPOC graduation rate, the impact of New Jersey’s program was greater. The results are examined through a conceptual framework that pairs critical race theory and student development theory.","Zimmerman, Thomas S.",2025,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/3165215455?accountid=9902&bdid=150314&_bd=mEHPTL3czJdm6OyswV46SYThvSM%3D,JOUR,,No,Design does not indicate a credible causal counterfactual.,"The abstract describes a qualitative, descriptive, cross-sectional, or review design.",Ineligible study design,88,No,,No
RIS_0682,Essays on Public Economics,"The three chapters of this dissertation study topics on Public Economics. In the first chapter I analyze the feasibility of Universal Basic Income based on the Mirrlees model. In Chapter 2, together with my co-author, we study the role that demographics played in the great recession. Finally, in Chapter 3, I analyze the financing of public universities in Paraguay.In Chapter 1, I analyze the convenience of a cash transfer program, or universal basic income (UBI), combined with a flat or linear marginal tax rate on income. Proponents of a policy of cash transfers argue that if combined with a simplification of welfare programs and the tax system, it could generate enough benefits through a reduction of administrative costs and a reduction of distortions, especially in the labor market. This idea is not new in economics, and numerical results in models as in Mirrlees (1971) have lump-sum components that can be interpreted as UBI. Also, Mirrlees has noted that the optimal marginal non-linear tax rate is close to a linear tax system. I start by double-checking Mirrlees’ calculations and determining that those numbers hold for a wide range of parameters. For a utilitarian planner, if a simplification of the tax system results in a value of 0.18% - 0.5% of GDP, a linear tax system is desirable. Second, I analyze the effects of introducing uncertainty in the optimal non-linear tax system. I introduce uncertainty in the preference of the agent. I show that heterogeneity could be a factor in making the optimal non-linear tax system closer to a linear tax system. In the extreme case where heterogeneity increases to its maximum possible value, the optimal tax system tends toward a linear tax system.In Chapter 2, jointly with Fausto Patiño Peña, we study the role of demographics in the Great Recession. Since the Great Recession, output and labor diverted from their pre-crisis long term trends. We show that demographics is able to explain a significant portion of the gap between the long-term trend and the data, for both output and labor. An important reason why demographics play an important role during the crisis's recovery period is that the Great Recession coincides with the “baby boomers” entering the age cohorts associated with lower levels of labor force participation. Accounting for these demographic changes, we document that labor is converging to a different employment trend. Furthermore, we modify the standard growth model and calibrate it to capture the demographic features of the data for the period 1990 - 2015. Our results show that by 2015 the output and labor gap have been reduced by just 2.5% and 1.2% respectively.In Chapter 3, I study the effects of tuition-free public universities in Paraguay. The funding of tuition-free public universities is highly regressive in Paraguay. Most of the students come from families that belong to the top of the income distribution. In this paper, I analyze the current free tuition system and study the effects of an alternative financing method. In the alternative system, the student does not pay anything while he is in school and returns the cost of his education in the future if he earns more than a certain amount. I estimate that this change in funding would reduce the cost for the government of financing tertiary education by 75 percent, an amount that would be covered by graduates who achieve high incomes in the future.","Cabral Lassalle, Guillermo Javier",2019,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/2302015695?accountid=9902&bdid=150314&_bd=zn7qS1n8kwkmGxhAGipK2EcWh84%3D,JOUR,,Uncertain,"Potentially eligible support and outcome, but the title/abstract does not clearly establish a credible comparison design.",support: mentions cash transfer; outcome: mentions employment,Unclear study design/counterfactual,62,Yes,,No
RIS_0683,The Role of Need-Based Federal and Institutionally-Based Student Financial Aid on Developmental Mathematics Completion at a Rural Community College,"This study was designed to explore the role of need-based Federal and institutional aid and student success. The study reviewed developmental mathematics student demographic characteristics such as gender, ethnicity, and Federal Pell Grant status and the role of these characteristics to the developmental mathematics course success as well as credential completion and four-year college transfer. The delayed timeframe between the high school and community college mathematics class and the successful completion of the mathematics course was examined. Additionally, the study reviewed the role of the institutionally-based College Promise Program, Shoals Scholar Dollars, and the success of the developmental mathematics course. This study includes an overview of the study, review of supporting literature, methodology of the research, analysis of the results, and discussion of the research findings.","Reed, Crystal D.",2018,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/2186920215?accountid=9902&bdid=150314&_bd=Qc9hZBPW2FSNp4JZLz6I1El%2BYFE%3D,JOUR,,No,Population is outside eligible undergraduate higher education students.,"The title or abstract focuses on doctoral, graduate, school-level, or prospective students.",Ineligible population,88,No,,No
RIS_0684,Investigating the Impact of GEAR UP Arkansas on College Readiness and Post-Secondary Enrollment in the Delta,"This study evaluates the impact of the Gaining Early Awareness and Readiness for Undergraduate Programs (GEAR UP) Arkansas initiative on improving college readiness and postsecondary enrollment among low-socioeconomic status (SES) students in the Arkansas Delta, a region marked by systemic educational inequities and persistent poverty. Framed by Opportunity Gap Theory, this quantitative, quasi-experimental research addresses two questions: (1) How does GEAR UP participation influence postsecondary enrollment compared to nonparticipants? (2) Do participants achieve higher ACT scores than nonparticipants? Using data from 491 students across high-poverty schools, the study employs logistic regression to assess enrollment rates and multiple regression to analyze ACT performance, accounting for demographic and contextual factors. Key program elements, including tutoring, ACT preparation, and financial aid counseling, are hypothesized to drive improvements. Findings are expected to show positive effects on enrollment and ACT scores, demonstrating GEAR UP’s role in reducing structural barriers to higher education. The research provides actionable insights for policymakers and educators, advocating for sustained investment in equity-driven programs like GEAR UP to close opportunity gaps. By highlighting the program’s effectiveness, the study informs strategies for scaling similar initiatives in underserved, high-poverty regions to promote educational equity and access.","McMahan, Erika",2025,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/3219178292?accountid=9902&bdid=150314&_bd=UvkKmvjpHl9604DhronqktqkVAY%3D,JOUR,,No,Outcomes are administrative or implementation-focused rather than eligible student outcomes.,"The abstract reports awareness, take-up, satisfaction, expenditure, or delivery outcomes only.",Ineligible outcome,82,No,,No
RIS_0685,"Interactions Between Quality, Affordability, and Income Groups at Private Colleges and Universities","The purpose of this non-experimental study was to utilize a resource dependence theory (RDT) conceptual framework to examine differences between quality, affordability, and undergraduate enrollment based on private nonprofit four-year colleges and universities’ (PCUs) institutional characteristics from the Integrated Postsecondary Education Data System (IPEDS) database. The results demonstrated that admission selectivity has the largest effect on variations in average undergraduate tuition, expenditures per student (EPS), six-year graduation rates, the percentage of Pell grantees, and the percentage of nonresident alien (NRAL) undergraduate students. From the perspective of RDT, these findings indicate that powerful PCUs utilize their market power to influence the supply of academically well-prepared students in the PCU enrollment market. The results also indicated there was an inverse relationship between quality and affordability—for students and institutions. An increase in quality costs students more in tuition, and it also costs institutions more in institutional aid. Further analysis showed that the inverse relationship between quality and affordability persists even when moderated by high- and low-income enrollment groups. Of note, PCUs with high rates of low-income enrollment and high EPS had lower student share of the cost (SSC) than PCUs with low or moderate low-income enrollment levels; however, there were few PCUs in the sample that met this condition. High-income enrollment is concentrated in large, more selective, secular, doctoral institutions, which also have higher SSC than other institutional categories. This suggests high-income students were willing to pay a premium for the benefits of quality, which conforms with previous literature.","Stabler-Havener, James M.",2024,ProQuest Dissertations and Theses,,https://www.proquest.com/docview/3067236316?accountid=9902&bdid=150314&_bd=jxhvwHqCtS5QRm4UCn05lvG54G4%3D,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,,Yes
